0 , -0.6440402 , 8.078036 , 5.5042696 , -0.20525073 , 0.04886922 , 0.21624629 , 1538641163289
0 , -0.096366644 , 9.683349 , 5.908291 , 0.0018325932 , 0.004886922 , 0.032757647 , 1538641163487
0 , -0.18738371 , 9.811514 , 2.8831801 , 0.03252857 , 0.006719518 , 0.032929454 , 1538641163886
0 , 1.0664577 , 4.665121 , -0.098021984 , 0.08335447 , 0.0022525657 , 0.037793707 , 1538641164086
0 , 0.1025666 , 7.8853793 , 5.6717234 , 0.09322615 , -0.013181326 , 0.031439576 , 1538641164487
0 , -1.7340968 , 13.233669 , 11.897351 , 0.02644334 , -0.060154118 , -0.01727728 , 1538641164689
0 , -1.9237844 , 6.68811 , 3.1264138 , 0.012108623 , -0.069100104 , -0.025394171 , 1538641165087
0 , 0.46715772 , 8.868998 , 2.7999156 , 0.011752363 , -0.08082963 , -0.038468126 , 1538641165289

***
0 , 0.16207555 , 8.523413 , 5.0250487 , 0.0029380908 , -0.020207405 , -0.009617031 , 1538641167143
0 , 0.8880663 , 10.4914055 , 5.486817 , 0.0059104925 , -0.0035537072 , 0.0021478292 , 1538641167343
0 , -1.2840517 , 8.181288 , 1.6232257 , 0.009724304 , -0.0018047246 , 0.0032858509 , 1538641167742
0 , 0.28950846 , 4.674155 , -1.2821057 , 0.07895124 , 3.4535374E-4 , -7.109321E-4 , 1538641167943
0 , 0.59449834 , 8.20557 , 5.8509045 , 0.085711256 , -0.012741831 , -1.7773302E-4 , 1538641168344
0 , 2.576345 , 14.36956 , 10.290148 , 0.03192959 , -0.061959248 , -0.011464831 , 1538641168543
0 , -1.4748168 , 7.1020727 , 3.9794543 , 0.0116475895 , -0.08146326 , -0.023941059 , 1538641168944
0 , 1.2689297 , 8.670818 , 3.0131755 , 0.0041640913 , -0.09465957 , -0.03654471 , 1538641169145

***
0 , -0.18644822 , 9.311888 , 5.3849382 , 0.0010410228 , -0.023664892 , -0.009136178 , 1538641170965
0 , 0.6931963 , 10.968646 , 6.2016754 , -0.0022256807 , -0.001020907 , -8.000855E-4 , 1538641171165
0 , 0.58920276 , 5.2267423 , -0.47969484 , 0.0049413675 , 0.0015773689 , -0.002032617 , 1538641171564
0 , -0.25492525 , 5.558788 , 0.5121455 , 0.056203004 , -0.0063154995 , -0.006999273 , 1538641171764
0 , -1.9642144 , 13.6532 , 7.5270576 , 0.05345156 , -0.02906781 , -0.017326882 , 1538641172164
0 , -0.95074034 , 8.563228 , 4.797902 , 0.023270201 , -0.059772577 , -0.045065228 , 1538641172365
0 , -0.20486903 , 9.315936 , 3.5895019 , 0.021394614 , -0.06625582 , -0.048834518 , 1538641172764

***
0 , -0.34570408 , 8.585033 , 5.0273733 , 0.005002355 , -0.018343605 , -0.012673285 , 1538641174365
0 , -0.83683217 , 9.46993 , 5.7640123 , 0.0021668866 , -0.0055021998 , -0.0022520237 , 1538641174764
0 , -0.48214704 , 9.320244 , 3.8399932 , 0.00884026 , -0.0024055578 , -0.0019733473 , 1538641174967
0 , 0.4564873 , 6.0484776 , -0.040122032 , 0.04252717 , -0.007931773 , -0.013321508 , 1538641175364
0 , 0.602539 , 7.0211773 , 2.288403 , 0.07252566 , -0.048143227 , -0.016867805 , 1538641175565
0 , 1.1312103 , 12.345787 , 9.248774 , 0.059364818 , -0.072511464 , -0.017045122 , 1538641175964
0 , 0.35462868 , 10.570721 , 8.0870075 , 0.015393099 , -0.109448075 , -0.033593893 , 1538641176167
0 , -0.3908355 , 8.191631 , 2.8451715 , 0.011178657 , -0.11441032 , -0.038636304 , 1538641176566

***
0 , 0.024395406 , 8.102844 , 4.9921255 , 0.0027603358 , -0.028225496 , -0.010203302 , 1538641178260
0 , 0.055394247 , 9.256637 , 6.474683 , 6.9008395E-4 , -0.007056374 , -0.0025508255 , 1538641178658
0 , -0.029247075 , 9.389026 , 5.0160427 , 0.001875726 , -4.4102338E-4 , -0.0010757245 , 1538641178858
0 , -0.26219738 , 5.96479 , 0.31709385 , 0.034371953 , -0.0010265537 , -0.006683016 , 1538641179259
0 , 0.83945894 , 7.345021 , 2.0113943 , 0.0672054 , -0.054354805 , -0.031800892 , 1538641179460
0 , 0.58397895 , 10.263319 , 7.8685603 , 0.062616244 , -0.062152486 , -0.03452286 , 1538641179858
0 , 0.75651616 , 11.694921 , 10.083484 , 0.013534643 , -0.09917951 , -0.053241286 , 1538641180059
0 , -1.0911605 , 7.1467943 , 3.6756425 , 0.007048852 , -0.111843176 , -0.060957808 , 1538641180460
0 , -1.2065288 , 8.150487 , 3.9212394 , 0.007083713 , -0.108012035 , -0.06474367 , 1538641180659

***
1 , -0.20829554 , 9.593567 , -0.15801731 , 0.0 , 0.0 , 0.0 , 1538641193713
1 , -0.29628247 , 9.099762 , -0.05386953 , 0.0011453724 , 0.0022907448 , 0.0011453724 , 1538641193912
1 , -0.29145664 , 8.607866 , 2.0041714 , -0.0024625508 , 0.0014889841 , 2.863431E-4 , 1538641194312
1 , 0.20725745 , 9.133458 , 3.3597198 , -0.054902706 , -0.012506034 , 0.0016214177 , 1538641194513
1 , 2.7854393 , 10.899427 , 7.8720264 , -0.080615416 , -0.015954679 , 0.028810587 , 1538641194913
